genetic,exercise,smoking,alcohol,lifespan,sugar,BMI
84.2,3.0,19.2,4.4,82.2,12.5,14.5
81.2,2.4,0.4,5.5,79.9,0.8,35.3
93.2,2.1,0.4,0.1,94.9,4.3,18.5
74.4,4.2,12.7,0.7,73.9,5.3,23.4
79.8,2.4,3.2,1.9,81.0,2.3,20.0
78.1,1.6,14.8,2.8,74.7,5.3,17.1
88.0,3.4,9.1,0.0,87.5,3.5,28.5
95.6,1.5,1.5,5.5,95.2,1.9,30.8
86.2,2.3,11.1,0.6,84.9,4.0,26.5
81.7,2.0,18.0,0.7,75.8,3.4,31.0
84.9,2.8,6.2,0.3,84.2,8.4,36.9
73.4,0.9,17.5,1.8,63.3,3.1,50.9
83.2,0.7,9.7,0.5,81.6,4.1,33.9
67.7,1.1,17.6,0.2,64.7,3.7,27.5
78.9,1.4,4.4,0.1,78.3,4.5,17.4
93.9,2.1,4.2,0.8,94.4,6.2,18.8
82.6,2.9,9.6,3.5,83.4,1.9,22.2
82.7,1.2,4.5,5.1,79.5,10.6,40.8
83.6,2.3,11.6,2.0,83.0,3.2,16.2
73.6,5.3,8.8,0.3,74.4,11.4,17.4
101.9,1.4,6.0,1.6,100.2,5.0,14.7
94.2,4.3,16.6,0.3,91.8,4.7,46.5
87.4,1.5,10.6,0.8,83.9,4.1,38.4
99.5,3.9,11.1,4.6,98.5,3.7,42.5
98.4,1.4,11.0,0.4,95.4,5.3,31.7
79.2,2.0,0.4,2.1,80.5,2.4,20.9
70.6,3.5,5.9,4.6,71.3,3.7,19.9
78.6,2.3,3.3,0.1,78.4,3.8,34.6
77.2,1.9,6.1,0.4,76.7,8.0,28.2
93.7,1.7,12.6,4.1,90.4,8.9,24.1
76.5,1.2,12.1,1.3,72.8,0.8,18.1
67.4,2.1,0.5,4.1,68.2,8.0,18.8
90.8,4.2,7.7,3.7,91.0,10.4,30.8
80.5,2.0,1.1,0.4,81.3,5.4,23.2
90.7,4.6,5.7,0.2,93.0,9.9,27.1
84.5,2.2,5.2,3.8,83.3,7.2,18.1
81.8,3.8,15.2,0.8,74.7,10.5,57.5
91.3,2.4,20.3,0.8,90.2,8.0,17.7
84.3,2.6,5.9,2.0,85.3,0.9,23.3
79.0,2.0,15.8,0.3,75.1,11.4,26.6
78.3,3.5,0.2,0.7,78.3,7.1,47.7
77.2,3.5,1.8,0.2,77.3,12.2,18.4
81.5,5.0,7.5,1.7,81.3,3.5,47.7
66.5,3.7,8.8,2.5,65.5,10.1,32.5
87.8,4.8,10.6,0.7,88.7,6.2,26.5
85.7,2.7,19.8,2.0,79.5,7.4,17.8
76.1,2.6,19.4,1.6,71.1,13.5,26.5
82.7,1.5,18.9,0.2,72.0,5.4,51.8
80.6,1.4,6.0,0.7,79.8,1.7,26.0
72.6,4.6,0.3,1.4,74.1,13.8,15.3
77.3,0.7,5.4,4.3,75.0,11.9,28.0
90.6,2.9,0.6,0.9,91.3,6.2,31.7
81.1,3.7,4.3,5.3,81.8,3.9,22.1
80.4,0.9,7.0,0.3,78.9,10.4,20.0
83.5,4.7,12.1,3.9,82.2,3.5,26.9
78.5,0.9,0.2,0.7,79.0,3.9,16.9
87.4,1.5,8.8,1.1,84.4,5.6,39.5
87.8,2.7,11.6,1.9,84.9,13.4,16.5
77.6,0.9,16.7,0.7,76.6,4.9,18.2
101.1,0.3,20.9,3.4,95.2,10.4,41.3
78.7,2.7,8.9,0.5,77.2,11.9,16.0
63.9,2.9,15.7,0.5,62.2,13.3,22.9
98.8,2.4,11.0,0.5,96.5,9.8,17.7
77.0,1.1,8.5,1.6,73.8,2.0,15.9
78.0,4.9,19.4,0.2,77.5,6.0,33.8
84.2,1.5,5.1,1.3,83.3,6.1,19.5
86.6,0.7,21.3,5.2,79.5,8.6,21.9
74.8,2.2,6.9,4.2,73.3,4.2,17.2
81.1,4.2,14.6,0.5,79.5,6.0,28.1
85.4,2.1,6.2,2.0,84.2,10.3,20.6
99.1,1.9,17.6,0.4,93.2,3.8,23.2
80.5,2.0,13.3,5.2,76.9,2.0,34.9
85.2,1.5,19.9,6.0,78.7,7.1,28.1
82.3,1.1,0.3,2.2,81.5,8.9,25.7
72.6,2.3,7.3,2.9,72.6,9.7,22.7
74.1,2.8,4.7,0.1,75.4,8.2,24.4
80.0,1.6,0.8,4.4,79.7,4.3,19.5
80.6,3.3,14.9,3.3,78.5,6.9,16.9
82.3,1.6,16.3,4.3,76.8,6.7,27.5
81.5,1.4,0.0,1.0,81.3,10.9,23.3
91.9,1.1,6.9,2.7,88.5,4.5,24.8
64.5,3.4,0.9,1.3,66.8,2.7,27.5
79.0,1.6,5.6,2.5,78.2,3.8,17.5
76.4,,21.7,0.4,71.0,3.7,30.0
86.2,2.1,13.7,0.5,83.2,10.6,21.8
81.9,1.3,2.1,0.4,81.3,7.6,35.2
101.2,3.9,14.7,0.4,98.6,3.5,30.4
90.2,1.7,5.7,3.5,85.4,6.7,46.8
72.4,0.4,12.7,5.9,68.2,11.1,30.1
82.5,2.5,0.7,4.4,83.5,6.8,14.7
83.0,1.5,17.6,1.7,78.5,10.2,29.8
83.0,1.4,17.4,1.6,80.5,4.3,24.6
84.4,4.0,16.7,2.2,82.4,8.1,37.2
81.4,3.9,2.9,4.7,83.1,5.9,19.1
84.0,3.9,7.1,2.0,83.0,11.8,33.4
77.1,1.5,0.3,4.4,76.5,7.8,21.7
100.3,2.5,2.8,3.7,99.5,4.7,19.0
81.4,0.9,12.1,1.2,79.0,7.6,29.5
79.8,0.9,6.5,6.0,76.3,2.9,34.1
92.0,1.7,21.1,5.2,83.6,3.7,13.4
85.0,1.0,2.8,0.7,84.1,5.1,31.4
87.5,3.2,14.8,2.6,86.6,5.6,19.4
65.9,1.1,21.5,0.9,57.0,5.6,25.2
79.3,4.8,17.7,4.6,74.7,5.8,21.5
81.8,2.3,0.3,5.0,82.2,4.4,24.5
78.1,0.6,6.7,1.8,76.1,6.7,15.9
88.1,4.3,19.4,4.2,85.5,5.0,16.6
87.8,5.2,19.8,1.6,84.3,6.4,24.7
79.7,1.3,13.7,4.2,74.8,4.0,32.8
78.6,4.5,17.9,5.0,75.0,6.9,43.5
73.0,3.3,12.0,2.1,71.4,8.7,27.7
89.4,3.7,7.7,5.4,89.0,2.1,20.2
91.9,1.9,8.6,2.3,89.6,1.0,36.2
79.3,2.0,14.3,4.7,76.2,4.2,22.5
67.0,1.1,1.0,3.5,65.0,5.5,39.7
68.3,4.8,8.7,1.6,70.1,3.1,29.4
73.5,1.8,20.0,0.4,70.3,6.0,32.7
88.3,0.7,18.1,3.9,79.0,4.6,46.1
86.6,1.7,1.4,0.7,87.0,6.8,26.5
80.9,1.8,10.8,1.9,78.2,4.5,29.4
77.1,2.5,13.3,4.3,72.3,12.0,18.1
80.1,1.3,11.4,5.5,75.4,6.0,26.6
84.4,2.7,0.4,4.3,85.4,7.8,23.5
89.0,2.6,4.6,0.2,88.5,4.7,28.9
91.2,1.1,11.4,5.1,89.8,1.6,21.8
78.3,2.2,13.3,0.8,74.0,8.5,31.4
89.6,2.3,15.0,4.5,85.0,4.7,30.9
72.8,2.4,1.1,1.1,71.8,10.1,37.2
72.9,1.4,5.7,4.7,71.2,7.8,31.2
88.3,1.0,7.3,2.8,83.4,11.0,48.4
79.3,1.0,20.6,4.9,71.7,7.0,25.2
68.6,1.9,10.1,1.7,66.2,3.9,38.0
94.5,4.5,14.9,1.1,91.8,4.7,26.3
80.4,3.5,4.0,4.7,77.2,9.3,40.8
81.5,1.5,0.8,1.3,81.3,5.3,25.0
75.9,3.3,14.2,5.2,73.4,2.7,21.1
83.6,1.8,18.4,1.0,80.1,3.9,26.1
83.1,2.6,20.5,4.0,78.3,6.1,28.1
84.9,2.2,0.7,1.8,86.0,7.5,21.4
77.1,1.0,5.8,0.5,75.0,6.4,37.2
95.2,1.9,17.3,1.3,91.7,12.2,23.8
78.3,4.3,5.7,0.5,77.3,6.1,42.3
86.1,1.6,2.6,6.0,84.2,7.6,21.1
83.7,2.3,16.3,1.8,77.5,5.5,18.7
84.8,3.8,1.1,1.0,87.0,7.1,22.3
82.0,1.7,2.1,3.9,80.7,10.7,34.3
98.0,4.4,0.3,0.2,100.0,8.7,24.6
87.2,1.9,17.7,0.9,84.4,5.9,20.8
76.9,2.5,9.3,4.3,75.8,6.5,37.2
76.4,4.6,9.1,0.6,77.2,7.9,33.0
81.6,0.7,21.7,0.5,74.9,11.8,24.2
71.6,1.5,18.2,2.0,67.3,4.0,24.0
80.6,3.2,9.8,1.7,77.5,6.7,51.5
73.4,1.4,15.6,4.6,68.9,3.2,43.7
89.7,2.5,14.2,2.2,85.5,6.1,40.5
73.6,1.3,14.1,0.6,71.0,8.4,33.8
85.4,0.5,20.5,0.7,78.3,4.9,37.1
71.9,1.4,17.4,0.5,67.0,8.4,38.0
72.5,3.7,21.1,3.2,66.6,10.5,15.9
74.7,2.2,16.0,2.3,70.9,2.6,22.1
76.1,0.3,9.0,3.0,72.5,13.6,27.7
79.4,2.7,3.1,3.5,77.7,8.3,22.6
79.7,2.0,0.3,0.9,79.2,5.5,40.0
85.1,0.1,0.1,0.8,83.3,3.4,39.7
89.2,2.9,21.8,1.4,85.0,3.4,15.0
85.6,2.1,14.3,5.9,82.6,5.4,18.5
96.2,5.2,4.0,4.0,98.4,10.9,15.8
96.7,1.5,5.3,0.5,96.4,5.5,26.5
101.4,1.6,8.6,2.1,98.2,3.3,34.4
82.9,1.3,4.8,4.6,81.6,7.6,21.3
68.3,1.8,18.0,0.5,63.4,5.9,27.6
89.5,3.0,2.9,0.4,90.0,3.2,38.9
80.4,2.8,4.0,0.3,78.7,5.4,36.5
90.3,1.6,6.9,5.0,87.5,8.6,17.7
90.6,3.0,11.2,4.2,90.3,2.7,16.0
81.1,3.4,3.3,4.3,80.9,9.7,15.3
78.7,2.4,16.4,0.1,75.7,9.2,17.4
86.0,1.3,4.4,0.6,84.2,10.8,34.0
84.4,2.2,5.7,0.3,84.3,6.1,22.4
77.5,1.2,13.6,3.1,73.7,6.7,38.8
74.9,1.6,10.8,0.4,72.1,7.4,22.5
81.4,0.8,15.4,1.2,78.9,2.7,18.2
64.9,3.3,19.3,3.2,63.6,6.4,27.9
82.6,3.5,12.7,0.1,81.0,4.9,36.6
77.5,5.1,12.0,5.7,76.9,6.5,26.5
69.9,2.0,15.8,0.6,67.7,6.7,25.5
77.0,1.5,21.5,5.9,71.5,5.2,24.1
95.3,1.8,0.3,0.6,95.3,3.2,35.3
86.0,3.0,8.6,2.1,84.5,5.5,21.1
64.1,2.9,17.2,1.9,57.0,8.6,12.6
79.2,3.8,20.4,4.7,75.5,7.1,39.1
76.2,2.9,11.5,2.3,75.3,4.3,21.3
89.5,0.3,0.2,5.4,87.8,8.4,26.2
68.5,2.1,8.5,4.1,65.6,12.0,31.5
95.3,2.4,2.9,4.7,94.9,7.7,22.2
84.7,1.7,6.5,1.0,84.3,3.5,23.7
86.4,1.3,0.8,2.3,85.9,5.4,26.0
84.1,2.9,14.7,5.1,81.1,10.9,31.4
79.8,1.5,10.9,1.3,72.1,4.5,59.7
78.4,1.3,21.6,5.8,71.2,7.2,14.4
88.7,3.1,0.1,3.6,89.8,5.3,40.7
84.0,2.5,20.9,4.6,77.8,5.8,21.6
80.7,3.3,20.2,3.2,75.3,8.6,18.1
86.5,3.5,5.4,3.9,87.2,10.1,26.2
85.4,3.2,12.1,1.0,84.3,9.7,16.1
79.7,4.3,1.1,1.0,81.7,10.0,24.8
82.3,4.7,0.9,2.0,86.4,5.2,18.7
96.0,3.9,15.5,4.2,92.9,6.0,27.4
81.3,1.9,14.6,4.8,75.7,3.8,25.0
68.8,3.8,13.9,4.3,66.4,11.1,25.5
77.7,4.0,15.6,2.3,76.2,5.9,13.1
83.1,3.6,18.5,0.4,80.6,6.9,24.5
83.0,1.1,2.1,2.1,82.8,4.2,17.8
64.6,3.9,9.8,0.3,64.2,6.8,30.0
68.0,1.3,4.8,5.7,66.0,5.1,24.5
83.9,0.8,20.4,4.2,76.1,6.7,16.4
79.3,2.7,1.1,1.1,80.8,6.9,18.1
91.0,1.8,19.1,2.3,84.9,8.3,24.6
81.8,3.1,2.0,0.9,83.5,8.0,28.1
80.6,3.1,0.5,0.3,81.9,6.9,11.9
79.1,5.1,13.7,5.4,76.9,5.8,19.0
87.0,4.6,20.8,2.1,84.3,4.9,34.6
72.3,1.8,6.7,3.4,70.2,5.6,28.8
88.9,1.9,19.7,0.5,86.8,4.7,28.5
96.0,3.0,16.4,0.4,92.3,4.6,32.6
81.1,2.0,21.1,0.7,76.1,5.3,22.2
76.2,1.0,20.9,3.8,73.7,7.7,29.9
84.4,2.2,22.0,4.2,80.0,3.9,26.2
88.9,3.1,0.2,0.5,91.5,5.1,
84.8,1.5,2.5,1.3,83.7,5.9,32.8
84.9,2.8,19.4,1.3,81.8,5.2,25.4
78.3,1.6,17.0,5.7,72.2,7.7,36.1
83.6,1.5,6.0,5.1,82.2,3.7,20.5
80.5,2.0,5.2,1.8,80.2,12.0,19.7
75.5,3.5,8.7,4.3,75.2,2.8,20.8
77.6,3.0,18.2,1.4,74.2,1.1,35.3
82.1,3.2,14.9,3.7,79.1,4.3,40.9
69.4,2.5,8.7,2.3,68.5,7.6,16.4
86.8,2.4,2.4,2.0,86.4,2.7,32.1
73.5,0.6,16.4,4.5,66.2,3.0,34.6
65.9,2.4,4.7,1.4,66.9,3.7,14.1
83.1,2.2,12.8,4.8,78.6,5.1,26.4
76.5,1.3,0.1,0.5,76.3,10.2,21.9
101.5,4.7,7.7,0.4,102.4,8.9,29.4
78.6,2.0,14.0,4.3,74.4,3.3,22.7
88.1,0.2,12.4,3.1,84.5,4.4,29.5
98.1,3.1,0.1,3.8,98.4,7.2,19.1
86.7,2.3,0.8,2.5,87.9,8.3,19.4
80.1,2.9,16.0,3.5,78.6,3.4,20.5
83.7,1.7,10.0,4.7,80.5,3.9,31.2
85.9,2.0,20.3,5.1,80.4,7.7,24.5
90.3,2.6,14.1,0.1,90.0,8.0,29.3
89.0,2.3,2.3,4.8,88.5,9.4,30.0
85.9,2.3,20.6,2.9,78.7,7.8,43.0
86.4,2.2,19.3,2.7,81.9,6.0,20.2
86.1,3.3,3.6,0.4,87.0,9.6,28.3
84.6,3.1,21.9,0.6,78.1,7.8,14.5
78.5,5.4,8.1,0.6,79.4,4.7,32.0
80.4,2.0,16.5,2.2,76.3,6.0,23.9
91.4,1.6,20.8,0.3,85.1,5.5,37.8
89.1,1.5,18.6,5.6,82.9,2.3,19.6
85.0,2.1,0.2,0.4,86.5,4.1,23.9
78.6,4.1,1.3,1.3,82.5,0.9,32.9
83.7,1.0,16.3,0.3,79.4,5.9,33.7
81.9,3.6,0.1,0.4,84.5,4.9,40.0
93.9,2.6,3.2,0.8,94.2,5.3,15.5
77.7,1.8,15.8,1.1,72.7,4.5,19.2
80.7,3.8,11.6,0.6,78.7,2.2,33.2
83.8,1.7,21.2,0.3,80.5,3.2,25.9
74.8,1.5,20.3,1.6,70.3,9.1,38.0
93.1,1.6,7.7,5.9,91.4,7.8,21.6
90.4,3.7,2.1,0.5,90.3,6.4,38.6
83.1,2.2,15.4,4.8,76.1,8.2,32.1
83.0,1.5,2.5,3.9,81.6,10.1,25.1
78.3,2.3,21.0,5.6,75.1,6.0,19.7
77.6,0.2,2.3,0.8,76.7,5.3,15.2
80.4,1.7,7.0,4.7,78.4,5.0,15.1
71.1,1.9,0.1,4.5,70.1,3.2,36.8
68.1,1.1,10.4,3.7,62.4,6.0,40.6
73.7,1.8,14.1,0.3,70.5,8.0,17.9
80.9,4.3,9.7,3.6,76.4,11.1,48.0
101.1,4.7,15.6,1.2,99.4,9.1,33.1
88.7,2.2,22.0,0.5,83.1,2.3,12.4
75.6,2.3,7.8,0.7,74.7,5.0,28.2
79.9,3.3,16.7,0.6,75.5,2.8,31.9
75.7,3.0,21.5,3.6,70.6,9.8,39.8
90.9,2.9,8.7,0.3,88.5,9.6,36.8
73.7,1.7,0.9,0.6,72.4,10.0,40.0
101.3,2.7,14.4,1.5,99.7,5.5,38.6
92.1,2.7,16.4,0.5,87.9,5.9,27.9
73.3,1.7,12.2,2.1,69.1,6.3,15.4
82.0,1.2,14.3,5.5,75.8,6.7,21.9
82.3,1.2,16.5,4.4,79.0,4.2,46.5
78.6,2.9,20.4,0.9,73.2,6.4,37.4
98.0,1.3,0.2,1.7,97.6,8.3,29.1
82.7,1.9,19.7,2.0,77.4,2.9,41.8
74.1,0.5,1.3,0.9,73.4,7.0,21.5
79.1,2.9,8.7,5.1,76.9,8.1,21.7
89.3,1.8,5.8,6.0,86.7,2.7,23.3
98.6,3.0,0.2,0.8,101.2,5.9,24.3
78.0,1.3,0.1,4.1,77.4,,22.7
70.7,1.4,17.0,0.3,65.7,6.1,23.2
93.2,3.3,16.3,0.8,90.8,7.7,37.6
79.7,2.3,2.4,2.1,80.2,8.6,18.5
91.5,2.9,4.5,0.3,92.1,7.7,28.1
87.6,0.9,4.4,0.8,87.0,4.2,36.2
91.4,1.6,14.0,1.7,87.2,4.6,37.0
97.6,2.2,16.0,0.2,94.4,3.7,25.2
81.2,2.5,13.4,1.7,77.2,5.5,24.0
73.4,2.6,21.3,0.8,70.1,7.2,27.7
85.9,1.6,18.3,1.3,78.9,10.0,30.3
86.9,1.5,0.9,3.6,85.7,5.7,33.3
85.7,3.6,1.5,0.5,87.9,3.6,17.3
98.6,0.1,5.8,4.1,96.7,5.8,18.8
96.8,1.4,9.3,3.9,93.9,3.4,41.9
75.2,2.2,18.7,2.4,69.7,3.5,23.8
100.7,3.3,7.9,1.3,99.8,9.3,38.1
100.3,3.1,0.7,0.5,102.3,5.3,31.7
87.2,3.0,7.9,0.3,86.5,4.8,20.6
93.7,1.8,8.7,2.1,90.3,4.6,24.8
80.9,2.4,14.0,3.2,74.8,8.5,52.3
79.7,2.9,6.2,0.2,79.6,9.4,27.8
85.4,1.4,11.1,0.5,82.1,8.2,30.2
79.1,3.0,3.4,5.9,77.7,5.0,16.7
66.4,3.3,12.9,4.0,64.0,7.2,20.3
75.3,2.1,12.9,0.4,72.9,6.2,30.1
85.2,3.3,8.0,1.3,84.5,8.1,38.0
98.1,2.6,3.0,5.0,96.4,8.2,19.3
65.2,1.6,15.4,4.4,59.6,2.8,25.8
84.3,3.0,5.5,0.5,82.0,7.5,39.6
87.2,2.4,4.4,4.0,88.0,12.1,20.1
81.7,1.6,14.4,0.8,78.1,3.5,28.0
80.7,2.8,7.7,4.1,79.8,5.6,21.9
68.8,4.9,8.3,0.6,67.0,2.1,35.5
85.4,1.1,1.0,1.4,84.9,6.9,29.5
80.9,3.1,0.1,0.8,82.4,9.1,28.7
80.2,1.9,8.7,5.6,78.2,5.2,15.8
80.4,2.3,14.4,4.4,75.1,2.3,35.1
75.0,2.6,8.2,0.4,74.2,3.2,24.9
95.8,2.8,15.8,0.3,91.1,5.2,23.6
82.7,2.7,16.0,5.6,79.1,6.9,15.5
93.0,1.8,4.8,2.1,91.3,4.0,29.2
87.6,4.1,17.6,0.4,85.7,9.1,15.5
78.9,2.9,15.8,2.9,75.8,8.7,20.1
83.6,4.3,22.0,1.8,83.4,10.3,29.2
82.9,1.4,0.6,1.5,83.3,11.5,27.5
92.0,1.3,8.9,0.7,88.3,12.1,34.6
87.5,4.2,11.7,2.7,84.8,7.3,26.4
92.5,1.4,9.1,4.8,89.1,12.6,24.1
90.1,1.9,14.2,0.8,86.3,10.9,32.6
81.7,2.8,1.3,0.5,82.7,8.0,24.4
87.8,4.9,4.5,0.4,90.4,9.7,30.4
80.6,2.7,6.3,0.8,80.5,8.7,24.5
86.9,2.0,3.9,2.4,86.2,5.6,15.3
79.2,1.9,5.4,5.9,76.7,4.7,17.7
75.4,2.5,0.2,1.3,75.4,6.9,38.3
84.8,0.7,8.7,0.5,81.8,8.6,33.2
85.2,1.3,16.6,0.4,80.0,13.6,26.1
83.4,1.3,13.6,1.0,80.3,8.8,23.3
80.6,1.5,12.8,5.3,75.2,7.0,31.3
84.3,5.3,8.3,1.3,84.8,5.1,38.6
96.4,3.6,18.1,5.0,93.8,8.0,32.3
81.6,1.6,12.7,3.0,77.1,11.8,40.0
73.7,3.7,6.0,0.4,76.8,1.6,15.6
79.8,1.6,20.6,2.1,70.7,9.0,47.7
86.9,2.7,10.6,4.2,84.8,3.0,16.3
72.1,3.6,7.1,1.7,73.7,7.8,20.8
84.4,1.5,10.4,2.1,81.6,6.1,19.7
83.9,3.7,8.3,0.3,83.7,8.9,30.2
89.4,1.5,15.6,0.7,82.7,12.3,30.4
90.1,2.7,21.5,4.4,83.9,13.1,27.2
87.6,2.0,3.9,3.9,87.3,2.8,24.4
85.5,2.6,1.0,0.5,83.6,8.2,45.8
79.8,2.7,15.1,4.8,79.7,9.0,21.3
80.2,3.4,22.0,0.7,76.8,4.7,18.9
81.8,4.5,20.4,0.2,80.3,3.4,39.0
81.5,1.2,19.7,3.2,75.6,10.1,34.7
84.8,1.9,2.8,4.0,83.9,10.4,28.6
75.7,2.2,6.4,0.4,75.1,4.3,26.6
81.1,2.7,0.2,0.9,82.2,4.3,19.5
75.1,5.3,16.7,2.0,77.1,2.8,30.4
91.6,1.3,1.9,0.2,90.6,10.0,32.7
69.9,4.4,0.3,5.2,72.7,1.3,18.2
79.9,4.8,8.9,3.6,79.8,11.1,18.6
82.2,3.0,19.1,4.2,77.3,3.5,19.7
97.5,2.5,8.8,3.9,95.5,2.3,28.4
85.0,1.9,5.1,0.2,83.0,7.9,18.9
87.7,2.0,11.0,0.9,85.2,5.9,20.3
84.7,1.1,14.0,0.8,82.0,4.1,19.4
76.3,2.3,10.0,1.3,74.4,5.9,35.8
79.3,1.6,9.7,5.2,74.7,3.6,31.8
80.2,0.7,18.8,0.4,73.5,1.4,47.9
82.7,2.3,21.6,1.1,75.8,7.3,26.3
74.5,3.1,5.7,0.6,73.2,3.8,28.8
82.6,3.9,18.0,4.2,79.5,3.0,23.8
101.5,1.7,21.7,1.9,96.0,13.0,19.0
75.7,3.9,7.9,1.1,76.4,9.4,19.4
81.1,4.0,13.9,3.9,78.5,6.8,15.7
84.6,1.9,4.1,2.2,83.6,11.2,30.4
92.5,1.8,10.6,4.7,89.7,9.7,23.5
95.4,0.4,3.1,0.7,92.2,7.5,39.0
77.4,1.0,0.3,0.5,77.7,3.1,25.1
76.2,1.9,17.0,0.9,68.3,7.9,53.3
77.0,3.6,3.9,4.7,77.9,5.4,27.1
99.0,1.4,17.9,0.6,93.8,5.6,41.6
84.4,3.4,19.4,0.7,81.4,2.3,35.5
79.2,3.3,5.0,0.9,77.7,8.9,37.7
89.0,3.5,15.8,0.6,87.1,10.5,35.9
78.5,3.1,13.1,0.4,75.0,10.3,32.6
82.9,2.0,21.2,1.2,79.0,6.7,37.0
74.3,0.8,8.1,0.5,72.2,5.8,32.9
98.9,2.7,10.3,1.5,96.3,10.9,17.3
76.7,0.4,0.1,0.6,75.3,4.6,38.9
76.4,2.9,6.5,5.8,74.1,3.0,25.8
66.2,1.8,8.5,2.3,63.9,7.9,33.4
93.9,4.5,20.3,2.6,89.6,2.9,17.0
74.7,3.5,19.3,0.6,73.8,4.8,18.8
77.0,4.6,6.8,1.7,76.5,8.5,22.0
77.6,1.3,13.0,5.2,73.4,11.2,20.4
83.6,3.6,11.7,1.6,82.9,8.5,23.7
85.8,3.6,0.1,4.1,86.8,5.6,25.7
76.6,3.5,18.6,4.4,74.1,8.1,26.7
77.1,1.7,0.5,0.7,77.7,8.0,23.3
86.1,2.4,3.0,0.4,85.6,3.8,35.3
85.9,3.7,6.2,4.6,84.8,10.7,16.3
78.4,2.1,0.1,2.1,77.2,9.3,36.6
87.4,1.7,6.2,4.0,85.3,5.7,30.4
81.0,2.0,19.7,1.9,73.3,2.9,18.5
67.2,3.2,22.1,1.5,63.9,3.1,17.3
95.2,2.1,20.8,0.3,91.8,6.2,13.7
87.4,1.8,7.6,4.5,85.4,5.4,23.4
88.0,1.2,11.8,1.3,85.9,3.1,19.6
71.7,2.7,1.9,0.2,72.7,8.0,25.6
84.8,1.5,20.8,1.0,77.1,10.3,22.1
88.0,1.2,0.8,1.0,87.1,10.8,31.8
76.7,2.4,20.8,0.2,73.1,3.3,30.1
100.1,1.6,0.0,4.0,99.2,8.2,23.9
90.6,3.5,0.8,1.6,92.6,8.6,27.1
78.9,2.9,7.7,0.6,76.9,9.9,33.7
78.8,3.5,11.5,4.9,77.0,9.4,32.9
77.6,1.0,9.7,1.0,74.6,4.9,33.4
73.9,4.2,0.3,5.1,74.6,1.9,43.7
69.5,1.9,0.7,0.1,71.2,4.7,15.7
81.9,4.3,6.4,5.3,80.9,5.6,35.8
91.7,3.6,15.7,0.6,89.1,6.6,27.2
75.8,2.8,18.8,2.3,73.9,6.4,25.8
85.3,1.1,6.4,0.5,83.7,6.3,25.7
83.6,2.9,7.2,0.7,82.6,8.8,36.3
85.4,4.3,1.0,1.0,87.1,8.8,35.6
86.2,1.9,7.0,1.3,84.7,8.7,36.5
94.2,1.3,18.5,0.8,90.4,2.4,24.5
83.0,2.5,0.1,0.6,83.8,5.4,25.9
70.5,1.7,15.1,2.0,67.1,6.1,20.2
73.0,2.5,0.2,0.4,74.3,3.4,16.9
90.2,4.4,22.1,3.1,85.9,1.7,26.6
70.0,1.6,14.1,1.8,66.4,4.3,34.0
94.2,2.9,5.6,5.7,93.9,13.1,30.7
72.6,1.7,0.1,1.1,73.1,2.9,26.5
94.8,1.4,20.2,5.7,88.5,9.1,35.6
77.6,2.8,10.3,5.2,74.9,5.5,21.8
68.9,4.6,19.0,0.5,65.9,5.3,18.0
80.5,2.6,18.3,2.7,76.1,8.7,30.2
91.6,0.9,9.4,1.0,90.2,7.1,30.4
84.0,1.0,17.5,4.5,79.3,7.2,20.8
75.6,3.7,19.9,3.5,71.5,3.2,16.6
80.5,5.4,8.5,3.1,79.2,1.8,16.5
77.0,0.6,10.6,0.7,72.9,2.9,33.0
78.3,1.6,19.6,3.1,72.7,1.9,21.2
83.2,1.1,11.6,4.6,79.8,7.9,22.9
87.5,1.6,2.7,0.5,87.3,3.6,23.4
70.2,3.3,0.1,0.9,71.4,6.4,35.0
73.0,2.0,20.2,0.1,68.8,3.2,27.2
83.5,1.9,14.7,0.2,80.3,7.4,14.9
79.9,2.8,0.9,2.1,81.4,5.6,17.4
80.8,1.9,15.0,3.9,76.5,7.6,22.8
84.8,1.1,15.7,1.4,80.5,3.4,31.2
85.0,4.7,1.4,3.8,87.3,7.0,14.0
78.5,2.7,3.2,5.0,79.7,9.6,13.8
76.7,2.5,13.6,2.7,72.3,5.8,20.2
88.5,2.4,21.9,1.1,83.8,5.5,28.2
80.2,4.2,18.9,4.4,76.5,3.7,23.8
71.1,2.9,12.0,1.8,71.1,6.5,20.7
93.2,3.8,20.1,2.7,88.3,2.6,29.0
84.3,2.6,0.1,5.5,85.2,4.2,13.0
85.5,1.2,17.6,2.8,79.2,3.7,26.6
84.6,3.4,7.8,3.9,81.2,6.7,36.8
77.1,2.4,0.8,1.9,78.5,3.6,30.2
78.0,2.9,16.4,1.0,76.2,3.4,22.3
85.1,3.3,9.6,0.6,83.4,4.9,21.9
86.3,1.8,9.0,0.4,83.0,13.5,29.0
65.0,2.2,20.6,1.8,58.7,5.2,38.7
90.9,1.4,4.4,3.1,89.7,9.1,28.2
88.0,1.6,10.6,1.0,82.9,9.2,46.5
72.5,2.7,16.0,3.7,70.6,5.7,18.0
77.4,3.1,7.3,0.1,76.0,9.8,31.4
66.9,3.2,9.3,2.5,66.3,2.1,23.0
86.7,1.9,16.0,1.7,78.9,4.3,41.0
74.9,2.6,5.2,4.4,73.5,6.2,32.9
84.0,1.0,8.1,1.7,82.2,3.5,25.1
