(1) Schlüsselzahl (Schl.) der Tat;(2) Straftat;(3) Geschlecht;(4) Tatverdächtige insgesamt;(5) Kinder bis unter 6 Jahre;(6) Kinder 6  bis unter 8 ;(7) Kinder 8  bis unter 10;(8) Kinder 10  bis unter 12;(9) Kinder 12  bis unter 14;(10) Kinder insgesamt ;(11) Jugendliche 14 bis unter 16;(12) Jugendliche 16  bis unter 18;(13) Jugendliche insgesamt;(13a) Minderjährige insgesamt;(14) Heranwachsende;(15) Insgesamt bis unter 21 Jahre;(16) Erwachsene 21 bis unter 23;(17) Erwachsene 23  bis unter 25;(18) Erwachsene 21 bis unter 25;(19) Erwachsene 25  bis unter 30;(20) Erwachsene 30  bis unter 40;(21) Erwachsene 40  bis unter 50;(22) Erwachsene 50  bis unter 60;(23) Erwachsene 60  und mehr Jahre;(24) Erwachsene insgesamt
326300;Ladendiebstahl ohne erschwerende Umstände von Fahrrädern;G;5;0;0;0;0;0;0;0;0;0;0;1;1;2;0;2;0;0;2;0;0;4
335*00;Diebstahl ohne erschwerende Umstände in/aus Wohnungen;W;310;0;0;4;0;5;9;12;13;25;34;34;68;11;9;20;36;63;44;55;24;242
335*00;Diebstahl ohne erschwerende Umstände in/aus Wohnungen;M;586;0;1;1;1;4;7;26;26;52;59;44;103;38;33;71;74;144;88;75;31;483
335*00;Diebstahl ohne erschwerende Umstände in/aus Wohnungen;G;896;0;1;5;1;9;16;38;39;77;93;78;171;49;42;91;110;207;132;130;55;725
335000;Sonstiger Diebstahl ohne erschwerende Umstände in/aus Wohnungen;W;296;0;0;4;0;4;8;12;13;25;33;31;64;11;9;20;36;58;43;53;22;232
335000;Sonstiger Diebstahl ohne erschwerende Umstände in/aus Wohnungen;M;566;0;1;1;1;4;7;25;26;51;58;44;102;36;32;68;70;140;84;72;30;464
335000;Sonstiger Diebstahl ohne erschwerende Umstände in/aus Wohnungen;G;862;0;1;5;1;8;15;37;39;76;91;75;166;47;41;88;106;198;127;125;52;696
335400;Diebstahl ohne erschwerende Umstände in/aus Wohnungen von Schusswaffen;W;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0
335400;Diebstahl ohne erschwerende Umstände in/aus Wohnungen von Schusswaffen;M;4;0;0;0;0;0;0;0;0;0;0;0;0;1;1;2;0;1;1;0;0;4
335400;Diebstahl ohne erschwerende Umstände in/aus Wohnungen von Schusswaffen;G;5;0;0;0;0;0;0;0;0;0;0;1;1;1;1;2;0;1;1;0;0;4
335500;Diebstahl ohne erschwerende Umstände in/aus Wohnungen von unbaren Zahlungsmitteln;W;13;0;0;0;0;1;1;0;1;1;2;3;5;0;0;0;0;5;1;1;1;8
335500;Diebstahl ohne erschwerende Umstände in/aus Wohnungen von unbaren Zahlungsmitteln;M;17;0;0;0;0;0;0;1;0;1;1;0;1;1;0;1;4;6;1;3;1;16
335500;Diebstahl ohne erschwerende Umstände in/aus Wohnungen von unbaren Zahlungsmitteln;G;30;0;0;0;0;1;1;1;1;2;3;3;6;1;0;1;4;11;2;4;2;24
335800;Diebstahl ohne erschwerende Umstände in/aus Wohnungen von Antiquitäten, Kunst- und sakralen Gegenständen;W;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;2
335800;Diebstahl ohne erschwerende Umstände in/aus Wohnungen von Antiquitäten, Kunst- und sakralen Gegenständen;M;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;2
335800;Diebstahl ohne erschwerende Umstände in/aus Wohnungen von Antiquitäten, Kunst- und sakralen Gegenständen;G;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;1;4
340*00;Diebstahl ohne erschwerende Umstände in/aus Boden-/Kellerräumen, Waschküchen;W;11;0;0;0;0;0;0;0;0;0;0;0;0;1;1;2;0;2;3;3;1;11
340*00;Diebstahl ohne erschwerende Umstände in/aus Boden-/Kellerräumen, Waschküchen;M;40;0;0;0;0;0;0;1;2;3;3;5;8;0;2;2;7;11;5;5;2;32
340*00;Diebstahl ohne erschwerende Umstände in/aus Boden-/Kellerräumen, Waschküchen;G;51;0;0;0;0;0;0;1;2;3;3;5;8;1;3;4;7;13;8;8;3;43
340000;Sonstiger Diebstahl ohne erschwerende Umstände in/aus Boden-, Kellerräumen, Waschküchen;W;10;0;0;0;0;0;0;0;0;0;0;0;0;1;1;2;0;2;2;3;1;10
340000;Sonstiger Diebstahl ohne erschwerende Umstände in/aus Boden-, Kellerräumen, Waschküchen;M;34;0;0;0;0;0;0;0;2;2;2;5;7;0;2;2;6;10;4;4;1;27
340000;Sonstiger Diebstahl ohne erschwerende Umstände in/aus Boden-, Kellerräumen, Waschküchen;G;44;0;0;0;0;0;0;0;2;2;2;5;7;1;3;4;6;12;6;7;2;37
340300;Diebstahl ohne erschwerende Umstände in/aus Boden-, Kellerräumen, Waschküchen von Fahrrädern;W;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1
340300;Diebstahl ohne erschwerende Umstände in/aus Boden-, Kellerräumen, Waschküchen von Fahrrädern;M;6;0;0;0;0;0;0;1;0;1;1;0;1;0;0;0;1;1;1;1;1;5
340300;Diebstahl ohne erschwerende Umstände in/aus Boden-, Kellerräumen, Waschküchen von Fahrrädern;G;7;0;0;0;0;0;0;1;0;1;1;0;1;0;0;0;1;1;2;1;1;6
345*00;Diebstahl ohne erschwerende Umstände in/aus überwiegend unbezogenen Neu- und Rohbauten und Baustellen;W;6;0;0;0;0;0;0;2;0;2;2;3;5;0;0;0;0;0;1;0;0;1
345*00;Diebstahl ohne erschwerende Umstände in/aus überwiegend unbezogenen Neu- und Rohbauten und Baustellen;M;60;0;0;0;0;0;0;1;3;4;4;10;14;1;2;3;7;15;8;8;5;46
345*00;Diebstahl ohne erschwerende Umstände in/aus überwiegend unbezogenen Neu- und Rohbauten und Baustellen;G;66;0;0;0;0;0;0;3;3;6;6;13;19;1;2;3;7;15;9;8;5;47
345000;Diebstahl ohne erschwerende Umstände in/aus überwiegend unbezogenen Neu- und Rohbauten und Baustellen von sonstigem Gut;W;6;0;0;0;0;0;0;2;0;2;2;3;5;0;0;0;0;0;1;0;0;1
345000;Diebstahl ohne erschwerende Umstände in/aus überwiegend unbezogenen Neu- und Rohbauten und Baustellen von sonstigem Gut;M;60;0;0;0;0;0;0;1;3;4;4;10;14;1;2;3;7;15;8;8;5;46
345000;Diebstahl ohne erschwerende Umstände in/aus überwiegend unbezogenen Neu- und Rohbauten und Baustellen von sonstigem Gut;G;66;0;0;0;0;0;0;3;3;6;6;13;19;1;2;3;7;15;9;8;5;47
350*00;Diebstahl ohne erschwerende Umstände an/aus Kraftfahrzeugen;W;22;0;0;0;0;0;0;2;1;3;3;2;5;1;0;1;4;4;4;3;1;17
350*00;Diebstahl ohne erschwerende Umstände an/aus Kraftfahrzeugen;M;286;0;0;0;0;3;3;13;28;41;44;47;91;16;9;25;33;72;42;14;9;195
350*00;Diebstahl ohne erschwerende Umstände an/aus Kraftfahrzeugen;G;308;0;0;0;0;3;3;15;29;44;47;49;96;17;9;26;37;76;46;17;10;212
350000;Sonstiger Diebstahl ohne erschwerende Umstände an/aus Kraftfahrzeugen;W;22;0;0;0;0;0;0;2;1;3;3;2;5;1;0;1;4;4;4;3;1;17
350000;Sonstiger Diebstahl ohne erschwerende Umstände an/aus Kraftfahrzeugen;M;280;0;0;0;0;3;3;12;27;39;42;46;88;16;9;25;33;70;41;14;9;192
350000;Sonstiger Diebstahl ohne erschwerende Umstände an/aus Kraftfahrzeugen;G;302;0;0;0;0;3;3;14;28;42;45;48;93;17;9;26;37;74;45;17;10;209
350500;Diebstahl ohne erschwerende Umstände aus Kraftfahrzeugen von unbaren Zahlungsmitteln;W;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
350500;Diebstahl ohne erschwerende Umstände aus Kraftfahrzeugen von unbaren Zahlungsmitteln;M;7;0;0;0;0;0;0;1;1;2;2;1;3;0;0;0;0;3;1;0;0;4
350500;Diebstahl ohne erschwerende Umstände aus Kraftfahrzeugen von unbaren Zahlungsmitteln;G;7;0;0;0;0;0;0;1;1;2;2;1;3;0;0;0;0;3;1;0;0;4
370000;Diebstahl ohne erschwerende Umstände zur Erlangung von BTM;W;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;2;0;4
370000;Diebstahl ohne erschwerende Umstände zur Erlangung von BTM;M;3;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;1;1;0;0;0;2
370000;Diebstahl ohne erschwerende Umstände zur Erlangung von BTM;G;7;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;1;2;1;2;0;6
373000;Diebstahl ohne erschwerende Umstände von Betäubungsmitteln aus Krankenhäusern;W;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;2;0;4
373000;Diebstahl ohne erschwerende Umstände von Betäubungsmitteln aus Krankenhäusern;M;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1
373000;Diebstahl ohne erschwerende Umstände von Betäubungsmitteln aus Krankenhäusern;G;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;2;0;5
374000;Diebstahl ohne erschwerende Umstände von Betäubungsmitteln bei Herstellern und Großhändlern;W;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
374000;Diebstahl ohne erschwerende Umstände von Betäubungsmitteln bei Herstellern und Großhändlern;M;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1
374000;Diebstahl ohne erschwerende Umstände von Betäubungsmitteln bei Herstellern und Großhändlern;G;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1
375000;Diebstahl ohne erschwerende Umstände von Rezeptformularen zur Erlangung von Betäubungsmitteln;W;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
375000;Diebstahl ohne erschwerende Umstände von Rezeptformularen zur Erlangung von Betäubungsmitteln;M;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0
375000;Diebstahl ohne erschwerende Umstände von Rezeptformularen zur Erlangung von Betäubungsmitteln;G;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0
390000;Taschendiebstahl ohne erschwerende Umstände von sonstigem Stehlgut;W;23;0;0;0;0;0;0;0;1;1;1;1;2;3;1;4;2;8;4;3;0;21
390000;Taschendiebstahl ohne erschwerende Umstände von sonstigem Stehlgut;M;55;0;0;0;0;1;1;2;2;4;5;11;16;3;4;7;5;9;8;6;4;39
390000;Taschendiebstahl ohne erschwerende Umstände von sonstigem Stehlgut;G;78;0;0;0;0;1;1;2;3;5;6;12;18;6;5;11;7;17;12;9;4;60
390500;Taschendiebstahl ohne erschwerende Umstände von unbaren Zahlungsmitteln;W;2;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;1;0;0;0;2
390500;Taschendiebstahl ohne erschwerende Umstände von unbaren Zahlungsmitteln;M;12;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;3;5;3;0;0;12
390500;Taschendiebstahl ohne erschwerende Umstände von unbaren Zahlungsmitteln;G;14;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;3;6;3;0;0;14
4***00;Diebstahl unter erschwerenden Umständen §§ 243-244a StGB und zwar:;W;299;0;1;0;5;6;12;23;21;44;56;22;78;17;16;33;40;80;39;21;8;221
4***00;Diebstahl unter erschwerenden Umständen §§ 243-244a StGB und zwar:;M;2.123;0;2;1;9;47;59;140;172;312;371;210;581;115;113;228;291;559;304;114;46;1.542
4***00;Diebstahl unter erschwerenden Umständen §§ 243-244a StGB und zwar:;G;2.422;0;3;1;14;53;71;163;193;356;427;232;659;132;129;261;331;639;343;135;54;1.763
400000;Sonstiger Diebstahl unter erschwerenden Umständen §§ 243-244a StGB;W;65;0;0;0;0;0;0;3;5;8;8;3;11;6;5;11;9;19;9;3;3;54
400000;Sonstiger Diebstahl unter erschwerenden Umständen §§ 243-244a StGB;M;374;0;1;1;3;16;21;38;41;79;100;30;130;16;18;34;44;90;48;19;9;244
400000;Sonstiger Diebstahl unter erschwerenden Umständen §§ 243-244a StGB;G;439;0;1;1;3;16;21;41;46;87;108;33;141;22;23;45;53;109;57;22;12;298
400010;Sonstiger Diebstahl unter besonders erschwerenden Umständen;W;61;0;0;0;0;0;0;3;4;7;7;3;10;5;5;10;9;18;8;3;3;51
400010;Sonstiger Diebstahl unter besonders erschwerenden Umständen;M;316;0;1;1;3;13;18;36;34;70;88;25;113;13;17;30;33;74;40;17;9;203
400010;Sonstiger Diebstahl unter besonders erschwerenden Umständen;G;377;0;1;1;3;13;18;39;38;77;95;28;123;18;22;40;42;92;48;20;12;254
400020;Sonstiger Diebstahl unter erschwerenden Umständen §§ 244 Abs. 1 Nr. 1 und 2, 244a StGB (mit Waffen und/oder Bandendiebstahl);W;5;0;0;0;0;0;0;0;1;1;1;0;1;1;0;1;1;1;1;0;0;4
400020;Sonstiger Diebstahl unter erschwerenden Umständen §§ 244 Abs. 1 Nr. 1 und 2, 244a StGB (mit Waffen und/oder Bandendiebstahl);M;61;0;0;0;0;3;3;2;8;10;13;5;18;3;2;5;12;16;8;2;0;43
400020;Sonstiger Diebstahl unter erschwerenden Umständen §§ 244 Abs. 1 Nr. 1 und 2, 244a StGB (mit Waffen und/oder Bandendiebstahl);G;66;0;0;0;0;3;3;2;9;11;14;5;19;4;2;6;13;17;9;2;0;47
4,00E+100;Diebstahl unter erschwerenden Umständen von Kraftwagen;W;3;0;0;0;0;0;0;1;0;1;1;1;2;0;0;0;0;0;0;1;0;1
4,00E+100;Diebstahl unter erschwerenden Umständen von Kraftwagen;M;83;0;0;0;0;0;0;4;12;16;16;8;24;5;2;7;17;14;18;3;0;59
4,00E+100;Diebstahl unter erschwerenden Umständen von Kraftwagen;G;86;0;0;0;0;0;0;5;12;17;17;9;26;5;2;7;17;14;18;4;0;60
400100;Diebstahl unter erschwerenden Umständen von Kraftwagen;W;2;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0;1
400100;Diebstahl unter erschwerenden Umständen von Kraftwagen;M;69;0;0;0;0;0;0;2;8;10;10;8;18;3;2;5;13;14;17;2;0;51
400100;Diebstahl unter erschwerenden Umständen von Kraftwagen;G;71;0;0;0;0;0;0;2;8;10;10;9;19;3;2;5;13;14;17;3;0;52
400110;Diebstahl unter erschwerenden Umständen von Kraftwagen;W;2;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0;1
400110;Diebstahl unter erschwerenden Umständen von Kraftwagen;M;59;0;0;0;0;0;0;2;8;10;10;8;18;3;2;5;11;13;10;2;0;41
400110;Diebstahl unter erschwerenden Umständen von Kraftwagen;G;61;0;0;0;0;0;0;2;8;10;10;9;19;3;2;5;11;13;10;3;0;42
400120;Diebstahl unter erschwerenden Umständen von Kraftwagen §§ 244 Abs. 1 Nr. 1 und 2, 244a StGB (mit Waffen und/oder Bandendiebstahl);W;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
400120;Diebstahl unter erschwerenden Umständen von Kraftwagen §§ 244 Abs. 1 Nr. 1 und 2, 244a StGB (mit Waffen und/oder Bandendiebstahl);M;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;7;0;0;10
400120;Diebstahl unter erschwerenden Umständen von Kraftwagen §§ 244 Abs. 1 Nr. 1 und 2, 244a StGB (mit Waffen und/oder Bandendiebstahl);G;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;7;0;0;10
4,00E+200;Diebstahl unter erschwerenden Umständen von Mopeds und Krafträdern;W;4;0;0;0;0;1;1;2;1;3;4;0;4;0;0;0;0;0;0;0;0;0
4,00E+200;Diebstahl unter erschwerenden Umständen von Mopeds und Krafträdern;M;80;0;0;0;0;4;4;20;9;29;33;14;47;8;2;10;2;8;10;3;0;33
4,00E+200;Diebstahl unter erschwerenden Umständen von Mopeds und Krafträdern;G;84;0;0;0;0;5;5;22;10;32;37;14;51;8;2;10;2;8;10;3;0;33
400200;Diebstahl unter erschwerenden Umständen von Mopeds und Krafträdern;W;4;0;0;0;0;1;1;2;1;3;4;0;4;0;0;0;0;0;0;0;0;0
400200;Diebstahl unter erschwerenden Umständen von Mopeds und Krafträdern;M;74;0;0;0;0;4;4;20;9;29;33;11;44;8;1;9;2;8;8;3;0;30
400200;Diebstahl unter erschwerenden Umständen von Mopeds und Krafträdern;G;78;0;0;0;0;5;5;22;10;32;37;11;48;8;1;9;2;8;8;3;0;30
400210;Diebstahl unter erschwerenden Umständen von Mopeds und Krafträdern;W;4;0;0;0;0;1;1;2;1;3;4;0;4;0;0;0;0;0;0;0;0;0
400210;Diebstahl unter erschwerenden Umständen von Mopeds und Krafträdern;M;71;0;0;0;0;4;4;20;9;29;33;11;44;6;1;7;2;7;8;3;0;27
400210;Diebstahl unter erschwerenden Umständen von Mopeds und Krafträdern;G;75;0;0;0;0;5;5;22;10;32;37;11;48;6;1;7;2;7;8;3;0;27
400220;Diebstahl unter erschwerenden Umständen von Mopeds und Krafträdern §§ 244 Abs. 1 Nr. 1 und 2, 244a StGB (mit Waffen und/oder Bandendiebstahl);W;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
400220;Diebstahl unter erschwerenden Umständen von Mopeds und Krafträdern §§ 244 Abs. 1 Nr. 1 und 2, 244a StGB (mit Waffen und/oder Bandendiebstahl);M;4;0;0;0;0;0;0;0;0;0;0;1;1;2;0;2;0;1;0;0;0;3
400220;Diebstahl unter erschwerenden Umständen von Mopeds und Krafträdern §§ 244 Abs. 1 Nr. 1 und 2, 244a StGB (mit Waffen und/oder Bandendiebstahl);G;4;0;0;0;0;0;0;0;0;0;0;1;1;2;0;2;0;1;0;0;0;3
4,00E+300;Diebstahl unter erschwerenden Umständen von Fahrrädern;W;28;0;0;0;0;1;1;3;2;5;6;5;11;0;1;1;1;7;4;3;1;17
4,00E+300;Diebstahl unter erschwerenden Umständen von Fahrrädern;M;401;0;1;0;1;4;6;36;45;81;87;50;137;18;16;34;38;107;53;23;9;264
4,00E+300;Diebstahl unter erschwerenden Umständen von Fahrrädern;G;429;0;1;0;1;5;7;39;47;86;93;55;148;18;17;35;39;114;57;26;10;281
400300;Diebstahl unter erschwerenden Umständen von Fahrrädern;W;27;0;0;0;0;1;1;3;2;5;6;5;11;0;1;1;1;7;3;3;1;16
400300;Diebstahl unter erschwerenden Umständen von Fahrrädern;M;383;0;1;0;1;4;6;36;44;80;86;49;135;17;15;32;36;102;47;22;9;248
400300;Diebstahl unter erschwerenden Umständen von Fahrrädern;G;410;0;1;0;1;5;7;39;46;85;92;54;146;17;16;33;37;109;50;25;10;264
400310;Diebstahl unter erschwerenden Umständen von Fahrrädern;W;27;0;0;0;0;1;1;3;2;5;6;5;11;0;1;1;1;7;3;3;1;16
400310;Diebstahl unter erschwerenden Umständen von Fahrrädern;M;377;0;1;0;1;4;6;36;44;80;86;48;134;16;15;31;35;101;46;21;9;243
400310;Diebstahl unter erschwerenden Umständen von Fahrrädern;G;404;0;1;0;1;5;7;39;46;85;92;53;145;16;16;32;36;108;49;24;10;259
400320;Diebstahl unter erschwerenden Umständen von Fahrrädern §§ 244 Abs. 1 Nr. 1 und 2, 244a StGB (mit Waffen und/oder Bandendiebstahl);W;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
400320;Diebstahl unter erschwerenden Umständen von Fahrrädern §§ 244 Abs. 1 Nr. 1 und 2, 244a StGB (mit Waffen und/oder Bandendiebstahl);M;9;0;0;0;0;0;0;0;1;1;1;1;2;2;0;2;1;2;1;1;0;7
400320;Diebstahl unter erschwerenden Umständen von Fahrrädern §§ 244 Abs. 1 Nr. 1 und 2, 244a StGB (mit Waffen und/oder Bandendiebstahl);G;9;0;0;0;0;0;0;0;1;1;1;1;2;2;0;2;1;2;1;1;0;7
4**400;Diebstahl unter erschwerenden Umständen von Schusswaffen;W;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;1
4**400;Diebstahl unter erschwerenden Umständen von Schusswaffen;M;12;0;0;0;0;0;0;0;0;0;0;0;0;1;1;2;1;6;2;1;0;12
4**400;Diebstahl unter erschwerenden Umständen von Schusswaffen;G;13;0;0;0;0;0;0;0;0;0;0;0;0;2;1;3;1;6;2;1;0;13
400400;Diebstahl unter erschwerenden Umständen von Schusswaffen;W;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;1
400400;Diebstahl unter erschwerenden Umständen von Schusswaffen;M;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;2
400400;Diebstahl unter erschwerenden Umständen von Schusswaffen;G;3;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;2;0;0;0;3
400410;Diebstahl unter erschwerenden Umständen von Schusswaffen;W;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;1
400410;Diebstahl unter erschwerenden Umständen von Schusswaffen;M;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;2
400410;Diebstahl unter erschwerenden Umständen von Schusswaffen;G;3;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;2;0;0;0;3
4**500;Diebstahl unter erschwerenden Umständen von unbaren Zahlungsmitteln;W;3;0;0;0;0;0;0;1;0;1;1;0;1;0;0;0;0;1;1;0;0;2
4**500;Diebstahl unter erschwerenden Umständen von unbaren Zahlungsmitteln;M;15;0;0;0;0;0;0;0;0;0;0;2;2;0;0;0;3;3;6;1;0;13
4**500;Diebstahl unter erschwerenden Umständen von unbaren Zahlungsmitteln;G;18;0;0;0;0;0;0;1;0;1;1;2;3;0;0;0;3;4;7;1;0;15
400500;Diebstahl unter erschwerenden Umständen von unbaren Zahlungsmitteln;W;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1
400500;Diebstahl unter erschwerenden Umständen von unbaren Zahlungsmitteln;M;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1
400500;Diebstahl unter erschwerenden Umständen von unbaren Zahlungsmitteln;G;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;2
400510;Diebstahl unter erschwerenden Umständen von unbaren Zahlungsmitteln;W;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1
400510;Diebstahl unter erschwerenden Umständen von unbaren Zahlungsmitteln;M;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1
400510;Diebstahl unter erschwerenden Umständen von unbaren Zahlungsmitteln;G;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;2
4**700;Diebstahl unter erschwerenden Umständen von/aus Automaten;W;8;0;0;0;3;0;3;1;0;1;4;0;4;0;0;0;0;0;1;3;0;4
4**700;Diebstahl unter erschwerenden Umständen von/aus Automaten;M;92;0;0;0;2;3;5;5;8;13;18;8;26;0;7;7;18;28;9;4;0;66
4**700;Diebstahl unter erschwerenden Umständen von/aus Automaten;G;100;0;0;0;5;3;8;6;8;14;22;8;30;0;7;7;18;28;10;7;0;70
400700;Diebstahl unter erschwerenden Umständen von/aus Automaten;W;7;0;0;0;3;0;3;1;0;1;4;0;4;0;0;0;0;0;1;2;0;3
400700;Diebstahl unter erschwerenden Umständen von/aus Automaten;M;87;0;0;0;2;3;5;5;8;13;18;8;26;0;7;7;16;27;7;4;0;61
400700;Diebstahl unter erschwerenden Umständen von/aus Automaten;G;94;0;0;0;5;3;8;6;8;14;22;8;30;0;7;7;16;27;8;6;0;64
400710;Diebstahl unter erschwerenden Umständen von/aus Automaten;W;7;0;0;0;3;0;3;1;0;1;4;0;4;0;0;0;0;0;1;2;0;3
400710;Diebstahl unter erschwerenden Umständen von/aus Automaten;M;77;0;0;0;2;3;5;5;8;13;18;7;25;0;7;7;14;20;7;4;0;52
400710;Diebstahl unter erschwerenden Umständen von/aus Automaten;G;84;0;0;0;5;3;8;6;8;14;22;7;29;0;7;7;14;20;8;6;0;55
400720;Diebstahl unter erschwerenden Umständen von/aus Automaten §§ 244 Abs. 1 Nr. 1 und 2, 244a StGB (mit Waffen und/oder Bandendiebstahl);W;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
400720;Diebstahl unter erschwerenden Umständen von/aus Automaten §§ 244 Abs. 1 Nr. 1 und 2, 244a StGB (mit Waffen und/oder Bandendiebstahl);M;10;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;2;7;0;0;0;9
400720;Diebstahl unter erschwerenden Umständen von/aus Automaten §§ 244 Abs. 1 Nr. 1 und 2, 244a StGB (mit Waffen und/oder Bandendiebstahl);G;10;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;2;7;0;0;0;9
4**800;Diebstahl unter erschwerenden Umständen von Antiquitäten, Kunstgegenständen und sakralen Gegenständen;W;2;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;0;0;0;2
4**800;Diebstahl unter erschwerenden Umständen von Antiquitäten, Kunstgegenständen und sakralen Gegenständen;M;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1
4**800;Diebstahl unter erschwerenden Umständen von Antiquitäten, Kunstgegenständen und sakralen Gegenständen;G;3;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;2;0;0;0;3
400800;Diebstahl unter erschwerenden Umständen von Antiquitäten, Kunstgegenständen und sakralen Gegenständen;W;2;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;0;0;0;2
400800;Diebstahl unter erschwerenden Umständen von Antiquitäten, Kunstgegenständen und sakralen Gegenständen;M;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
400800;Diebstahl unter erschwerenden Umständen von Antiquitäten, Kunstgegenständen und sakralen Gegenständen;G;2;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;0;0;0;2
400810;Diebstahl unter erschwerenden Umständen von Antiquitäten, Kunstgegenständen und sakralen Gegenständen;W;2;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;0;0;0;2
400810;Diebstahl unter erschwerenden Umständen von Antiquitäten, Kunstgegenständen und sakralen Gegenständen;M;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
400810;Diebstahl unter erschwerenden Umständen von Antiquitäten, Kunstgegenständen und sakralen Gegenständen;G;2;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;0;0;0;2
405*00;Diebstahl unter erschwerenden Umständen in/aus Banken, Sparkassen, Postfilialen und Postagenturen und dgl.;W;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1
405*00;Diebstahl unter erschwerenden Umständen in/aus Banken, Sparkassen, Postfilialen und Postagenturen und dgl.;M;8;0;0;0;0;0;0;0;0;0;0;0;0;2;1;3;1;3;1;0;0;8
405*00;Diebstahl unter erschwerenden Umständen in/aus Banken, Sparkassen, Postfilialen und Postagenturen und dgl.;G;9;0;0;0;0;0;0;0;0;0;0;0;0;2;1;3;2;3;1;0;0;9
405000;Sonstiger Diebstahl unter erschwerenden Umständen in/aus Banken, Sparkassen, Postfilialen und Postagenturen und dgl.;W;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1
